Kedah,6.155672,100.569649
Perak,4.69395,101.117577
Perlis,6.443589,100.216599
Penang,5.285153,100.456238
Negeri Sembilan,2.731813,102.252502
Kelantan,6.125397,102.238068
Sabah,5.420404,116.796783
Pahang,3.974341,102.438057
Selangor,3.0738,101.5183
Johor,1.937344,103.366585
Kuala Lumpur,3.140853,101.693207
Terengganu,5.3117,103.1324
Sarawak,1.5533,110.3592
Melaka,2.1896,102.2501
